来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_FFA_ARENA_HELP_BODY	"[font color=""FFFFFF""]Free-for-all PvP arena event.[br][br]• Open this panel and tap Register during the event window.[br]• With 2+ players you are teleported automatically.[br]• Fight until the event ends.[br][br]Ask city NPCs for schedule info.[/font]"		"[font color=""FFFFFF""]自由混战PvP竞技场活动。[br][br]- 打开此面板和点击报名在活动窗口期间。[br]- 使用 2+ 玩家你会被自动传送。[br]- 战斗直到活动结束。[br][br]向城市NPC询问日程信息。[/font]"	ok
UI	lang0.pak	DST_FFA_ARENA_REGISTER_BTN	Register	登录	上架	ok
UI	lang0.pak	DST_FFA_ARENA_REGISTER_ALREADY	You are already registered for this event.	你已经报名此活动。	你已经报名此活动。	ok
UI	lang0.pak	DST_FFA_ARENA_REGISTER_NOT_ACTIVE	The event is not open.	活动未打开。	活动未打开。	ok
UI	lang0.pak	DST_FFA_ARENA_REGISTER_NOT_READY	The arena is not configured on this server.	此服务器尚未配置竞技场。	此服务器尚未配置竞技场。	ok
UI	lang0.pak	DST_FFA_ARENA_REGISTER_FAIL	Registration failed.		报名失败。	ok
UI	lang0.pak	DST_FFA_ARENA_RANK_HEADER	Player Kills	玩家击杀数	玩家击杀数	ok
UI	lang0.pak	DST_FFA_ARENA_RANK_EMPTY	No registered players yet.	尚无已报名玩家。	尚无已报名玩家。	ok
UI	lang0.pak	DST_FFA_ARENA_RANK_CLOSE	Close	关闭	关闭	ok
UI	lang0.pak	DST_BUDOKAI_SUCCESS_APPLICATION	%s Application completed.		%s 申请完成。	ok
UI	lang0.pak	DST_BUDOKAI_SUCCESS_GUIDE	%s's Number : 		%s' 数量：	ok
UI	lang0.pak	DST_BUDOKAI_SUCCESS_MEMBER	Team		团队	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_CLASS	Class		职业	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_DOJO_RECOMMAND	Leader		队长	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_GUILD_NAME	Guild		公会	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_LEVEL	Level		等级	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_LEVEL_CLASS	Lv.%u %s		Lv.%u %s	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_LEVEL_VALUE	Lv.%u		Lv.%u	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_MATCH_NAME_COMMON	%d Elimination Round %u		%d 淘汰赛第 %u 轮	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_MATCH_NAME_FINAL	Finals		决赛	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_MATCH_NAME_SEMIFINAL	Semi Final %u		半决赛 %u	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_NOT_IN_GUILD	Not in a Guild		未加入公会	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_PRIVATE_RECORD	Battle Ranked		战斗排名	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_RANKING_POINT	World Ranking Points		世界排名点数	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_RECORD	Ranked Battle		排位战斗	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_RECORD_DATA	%u I %u W %u L		%u场%u胜%u负	ok
UI	lang0.pak	DST_BUDOKAI_TEAMINFO_TITLE	Match Info		比赛信息	ok
UI	lang0.pak	DST_BUDOKAI_TEAM_LEAVE_NOTIFY	The leader cancelled the registration.		队长已取消报名。	ok
UI	lang0.pak	DST_BUDOKAI_TEAM_MEMBER_LEAVE_NOTIFY	%s Request to cancel.		%s 请求取消。	ok
UI	lang0.pak	DST_BUDOKAI_TEAM_REQ_CANCEL	"[align = ""center""][font size=""12""color=""f4d762""]Team Registration Cancel[/font][br][br][font size=""10""color=""f36a7c""]Are you sure to Cancel?[/font]"		"[align = ""center""][font size=""12""color=""f4d762""]团队报名取消[/font][br][br][font size=""10""color=""f36a7c""]确定取消吗？[/font]"	ok
UI	lang0.pak	DST_BUDOKAI_TEAM_REQ_TEAMLEVEL	Level %d	等级 %d	等级 %d	ok
UI	lang0.pak	DST_BUDOKAI_TEAM_REQ_TEAMNAME	Name : 		名称：	ok
UI	lang0.pak	DST_BUDOKAI_TELEPORT_MSG_MATCH	%s Stadium		%s 赛场	ok
UI	lang0.pak	DST_BUDOKAI_TELEPORT_MSG_TBSERVER	Mudosa		武道寺	ok
UI	lang0.pak	DST_BUDOKAI_TICKET_TITLE	Ticket	报名中	报名中	ok
UI	lang0.pak	DST_BUDOKAI_TIME_DAY	%d day	%d 日	%d 日	ok
UI	lang0.pak	DST_BUDOKAI_TIME_HOUR	%d hour	%d 时	%d 时	ok
UI	lang0.pak	DST_BUDOKAI_TIME_MINUTE	%d minute	%d 分	%d 分	ok
UI	lang0.pak	DST_BUDOKAI_TIME_SECOND	%d second	%d 秒	%d 秒	ok
UI	lang0.pak	DST_BUDOKAI_TOURNAMENT_A_GROUP	Group A	A组	A组	ok
UI	lang0.pak	DST_BUDOKAI_TOURNAMENT_B_GROUP	Group B	B组	B组	ok
UI	lang0.pak	DST_BUDOKAI_TOURNAMENT_FINAL	Final	决赛	决赛	ok
UI	lang0.pak	DST_BUDOKAI_TOURNAMENT_INFO_1	Qualifiers will continue.		预选赛将继续。	ok
UI	lang0.pak	DST_BUDOKAI_TYPE_ADULT_TITLE	Senior	成人部	成人部	ok
UI	lang0.pak	DST_BUDOKAI_TYPE_CHILD_TITLE	Kid	少	童	ok
UI	lang0.pak	DST_BUFF_ACTIVATE_BUFF_MSG	%s Buff Activated		%s 增益已激活	ok
UI	lang0.pak	DST_BUFF_CAN_NOT_DELETE_SUB_BUFF_MSG	Can't Remove Buff		无法移除增益	ok
UI	lang0.pak	DST_BUFF_CAN_NOT_DROP_TEXT	Can't Remove	无法移除的BU	无法移除	ok
UI	lang0.pak	DST_BUFF_DEACTIVATE_BUFF_MSG	Buff: %s Disabled		增益：%s 已禁用	ok
UI	lang0.pak	DST_BUFF_DROP_TEXT	Click icon to disable/enable or remove buff	点选图示解除BUFF效果。	点选图示解除BUFF效果。	ok
UI	lang0.pak	DST_BUFF_MB_DELETE_SUB_BUFF_MSG	"[align = ""center""][font size=""12""color=""f4d762""]Buff Removal[/font][br][br][font size=""10""color=""269eff""]Remove Buff: %s ?[/font][br][br][font size=""10""color=""f4d762""]INFO: Autopots can't be removed but you can [br]disable/enable them.[/font]"		"[align = ""center""][font size=""12""color=""f4d762""]移除增益[/font][br][br][font size=""10""color=""269eff""]移除增益：%s？[/font][br][br][font size=""10""color=""f4d762""]INFO：自动药水无法移除但你可以 [br]禁用或启用它们。[/font]"	ok
UI	lang0.pak	DST_BUFF_REMAIN_TIME	Cooldown : %s	剩余时间 : %s	剩余时间 : %s	ok
UI	lang0.pak	DST_BUFF_RESTRICTION	Buff Restriction	此地无法使用，结	增益限制	ok
UI	lang0.pak	DST_BURN_DEFENCE	Burn Def.	烧伤防御	灼烧防御	ok
UI	lang0.pak	DST_BUS_ASK_GET_OFF	"[align = ""center""][font size=""12""color=""f4d762""]Stopping Bus[/font] [br][br][font size=""10""color=""269eff""]Get off before reaching the next stop.[/font][br][br][font size=""10""color=""ffffff""]Get off the Bus?[/font]"		"[align = ""center""][font size=""12""color=""f4d762""]巴士停车[/font] [br][br][font size=""10""color=""269eff""]到达下一站前下车。[/font][br][br][font size=""10""color=""ffffff""]要下车吗？[/font]"	ok
UI	lang0.pak	DST_BUS_ASK_GET_ON	Ride Bus?		上车(	ok
UI	lang0.pak	DST_BUS_SUCCESS_GET_ON	Paid %u		付%u	ok
UI	lang0.pak	DST_CAN_NOT_ALTAR	Can't use Shenron's altar	搭乘车辆的状态下，无法使	无法使用神龙的	ok
UI	lang0.pak	DST_CAN_NOT_OPEN_MORE_REGULAR_DIALOG	Too many windows open	无法再开启视窗了，请	打开的窗口过多	ok
UI	lang0.pak	DST_CASH	Cash	现金	现金	ok
UI	lang0.pak	DST_CASH_ITEM	Cash Items	现金道具	现金道具	ok
UI	lang0.pak	DST_CAUTION_SIDEICON_TITLE	Warning Messages	警告提示	警告提示	ok
UI	lang0.pak	DST_CCBD	CC Dungeon	CC 竞技副	CC副本	ok
UI	lang0.pak	DST_CCBD_AGREE_CANCEL_ENTER	Cancel	取　消	取　消	ok
UI	lang0.pak	DST_CCBD_AGREE_CHALLENGE_STAGE	Floor : %d	楼层：%d	楼层：%d	ok
UI	lang0.pak	DST_CCBD_AGREE_CHAR_NAME	Name	角色名称	名称	ok
UI	lang0.pak	DST_CCBD_AGREE_ENTER	Enter	入场	入场	ok
UI	lang0.pak	DST_CCBD_AGREE_READY	Ready	准	准备	ok
UI	lang0.pak	DST_CCBD_AGREE_STAND_BY	Wait	待	等待	ok
UI	lang0.pak	DST_CCBD_AGREE_STATE	Status	状  态	状  态	ok
UI	lang0.pak	DST_CCBD_AGREE_TITLE	Enter	进入竞技副本	进入	ok
UI	lang0.pak	DST_CCBD_BOARD_CHALLEGNE	Challenge Settings	设定欲挑战的竞技副	挑战设置	ok
UI	lang0.pak	DST_CCBD_BOARD_EXPLAIN	"[font size = ""7""]Participants who enter CC Battle Dungeon will fight enemies on each floor.[br]Each floor's difficulty is different. Every 5th floor will be a boss floor, and once boss is defeated you have the option to take reward and leave or carry on.[/font][br][font size = ""8"" color = ""f36a7c""]Recommended Level: 50[/font][br][font size = ""8"" color = ""ffff68""]Higher floors give better rewards![/font]"		"[font size = ""7""]进入CC战斗副本的参与者会在每层与敌人战斗。[br]每层难度不同。每5层是首领层，击败首领后可以领取奖励离开，也可以继续挑战。[/font][br][font size = ""8"" color = ""f36a7c""]推荐等级：50[/font][br][font size = ""8"" color = ""ffff68""]层数越高奖励越好！[/font]"	ok
UI	lang0.pak	DST_CCBD_BOARD_SETUP	Setup	竞技	设置	ok
UI	lang0.pak	DST_CCBD_BOARD_SETUP_COMPLETE	Complete	完成设定	完成设定	ok
UI	lang0.pak	DST_CCBD_BOARD_YOU_CAN_ENTER_CCBD	Floor %d can be entered	可以移动至竞技副本的%d	可进入第 %d 层	ok
UI	lang0.pak	DST_CCBD_CANCEL_TOOLIP	Use the menu on the left to leave party.	不想要参加竞技副本的话，请利用左侧组队选	使用左侧菜单离开队伍。	ok
UI	lang0.pak	DST_CCBD_LEAVE_CCBD	"[align = ""center""][font size = ""12"" color=""f4d762""]Leave CCBD Dungeon[/font][br][br][font size = ""9"" color=""84cefc""]Current Floor: %d.[/font][br][br][font size = ""10"" color=""f36a7c""]You'll lose all progress[br]and will be moved to the entrance.[/font][br][br][font size = ""9"" color=""f36a7c""]Leave CCBD?[/font][br][br]"		"[align = ""center""][font size = ""12"" color=""f4d762""]离开CCBD副本[/font][br][br][font size = ""9"" color=""84cefc""]当前层数：%d。[/font][br][br][font size = ""10"" color=""f36a7c""]你将失去全部进度[br]并被移动到入口。[/font][br][br][font size = ""9"" color=""f36a7c""]离开CCBD？[/font][br][br]"	ok
UI	lang0.pak	DST_CCBD_REWARD_EXPLAIN	"[font size = ""10"" color=""f4d762""]Dungeon Choice Rules[br][/font][font size = ""9"" color=""84cefc""]Reward: [/font][font size = ""9"" color=""ffffff""]Receive item, but leave dungeon.[br][/font][font size = ""9"" color=""84cefc""]Challenge: [/font][font size = ""9"" color=""ffffff""]Continue, but no item yet.[/font]"		"[font size = ""10"" color=""f4d762""]副本选择规则[br][/font][font size = ""9"" color=""84cefc""]奖励: [/font][font size = ""9"" color=""ffffff""]领取道具并离开副本。[br][/font][font size = ""9"" color=""84cefc""]挑战: [/font][font size = ""9"" color=""ffffff""]继续挑战，但暂不领取道具。[/font]"	ok
UI	lang0.pak	DST_CCBD_REWARD_EXPLAIN2	Choose one.	请选择下列	选择一项。	ok
UI	lang0.pak	DST_CCBD_REWARD_ITEM	CCBD Awards	竞技副本奖	CCBD奖励	ok
UI	lang0.pak	DST_CCBD_REWARD_LAST_EXPLAIN	"[font size = ""12"" color=""f4d762""]Dungeon Complete![br][br][/font][font size = ""9"" color=""ffffff""]You have complete the dungeon.[/font][br][br][font size = ""9"" color=""f36a7c""]You will get a reward and[br]will be moved to the entrance.[/font]"		"[font size = ""12"" color=""f4d762""]副本完成！[br][br][/font][font size = ""9"" color=""ffffff""]你已完成副本。[/font][br][br][font size = ""9"" color=""f36a7c""]你将获得奖励[br]并被移动到入口。[/font]"	ok
UI	lang0.pak	DST_CCBD_REWARD_LAST_LEVEL	Dungeon battle success	竞技副本攻掠成功	竞技副本攻掠成功	ok
UI	lang0.pak	DST_CCBD_REWARD_LEVEL	Floor %d complete	%d层成功击倒Boss	%d层成功击倒Boss	ok
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_CHALLENGE_NEXT	"[align = ""center""][font size = ""12"" color=""f4d762""]Challenge[/font][br][br][font size = ""9"" color=""f36a7c""]Continue to next floor for better reward?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]挑战[/font][br][br][font size = ""9"" color=""f36a7c""]继续到下一层以获得更好奖励？[/font]"	ok
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_REWARD	"[align = ""center""][font size = ""12"" color=""f4d762""]Reward[/font][br][br][font size = ""9"" color=""f36a7c""]Accept the following item?[br]You'll leave the dungeon.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]奖励[/font][br][br][font size = ""9"" color=""f36a7c""]接受以下道具？[br]你将离开副本。[/font]"	ok
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_REWARD_LAST_STAGE	Congrats! Dungeon Complete	恭喜您，您已经通过了竞技副	恭喜！副本完成	ok
UI	lang0.pak	DST_CCBD_REWARD_SELECT_CHALLENGE	Challenge	挑战	挑战	ok
UI	lang0.pak	DST_CCBD_REWARD_SELECT_MOVE	Move	移动	移动	ok
UI	lang0.pak	DST_CCBD_REWARD_SELECT_REWARD	Reward	选择奖	奖励	ok
UI	lang0.pak	DST_CCBD_REWARD_STATE_CHALLENGE_NEXT	Challenge	选择挑战	选择挑战	ok
UI	lang0.pak	DST_CCBD_REWARD_STATE_SELECTED_REWARD	Reward	选择奖励	奖励	ok
UI	lang0.pak	DST_CCBD_REWARD_STATE_SELECTING	Choosing...	选择中	选择中	ok
UI	lang0.pak	DST_CCBD_REWARD_TITLE	Selection	竞技副本	选择	ok
UI	lang0.pak	DST_CCBD_REWARD_TITLE_LAST	Reward	竞技副本奖励	奖励	ok
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_CHARGE_LPEP	LP/EP recovery disabled	无法自然恢复LP/EP	无法自然恢复LP/EP	ok
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_GET_EXP	EXP gains disabled	打猎时无法获得经验	经验获取已禁用	ok
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_ITEM	Consumables disabled	无法使用一般道具	无法使用一般道具	ok
UI	lang0.pak	DST_CCBD_WAIT_AFTER_REWARD	Please Wait.	已完成选择，	请稍等。	ok
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_BTN_CANCEL_TOOLTIP	Return to element selection without spending Zeni.		返回到属性选择不使用花费索尼。	ok
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_BTN_OK_TOOLTIP	Confirm and apply the selected element to your item.		确认和应用已选属性到你的道具。	ok
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_ONE_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Change Item Element[/font][br][br][font size = ""10"" color=""ffffff""]Selected Element: %s[br]Price: %s Zeni[br]Success Rate: %d%%[br][br]On success, %s element is applied.[br]On failure, the element is cleared.[br]No sacrifice item is required.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]更改道具属性[/font][br][br][font size = ""10"" color=""ffffff""]已选属性：%s[br]价格：%s 索尼[br]成功率：%d%%[br][br]成功时， %s 属性是 应用。[br]失败时，属性是 清除。[br]无辅助道具是 需要。[/font]"	ok
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_TWO_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Change Item Element[/font][br][br][font size = ""10"" color=""ffffff""]Selected Element: %s[br]Price: %s Zeni[br]Success Rate: %d%%[br][br]On success, %s element is applied.[br]On failure, the element is cleared.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]更改道具属性[/font][br][br][font size = ""10"" color=""ffffff""]已选属性：%s[br]价格：%s 索尼[br]成功率：%d%%[br][br]成功时， %s 属性是 应用。[br]失败时，属性是 清除。[/font]"	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_CLICK	Click to select this element for your item.		点击为你的道具选择此属性。	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_FAIL	If it fails, the item element is cleared.			untranslated
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_TITLE	Element Slot		属性栏位	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ITEM_SLOT	Insert gloves or jacket here.		请在此放入手套或上衣。	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_MSG_READY	"[font size = ""10"" color = ""ffffff""]Item ready.[br]Selected element: %s[br]Press Change Element to confirm.[/font]"		"[font size = ""10"" color = ""ffffff""]道具准备。[br]已选属性：%s[br]按下更改属性到 确认。[/font]"	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_MSG_SELECT_ELEMENT	"[font size = ""10"" color = ""ffffff""]Item inserted.[br]Click an element slot to choose the element you want.[br]No sacrifice item required.[/font]"		"[font size = ""10"" color = ""ffffff""]道具已放入。[br]点击属性栏位到 选择属性你想。[br]不需要辅助道具。[/font]"	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_NOTIFY_SELECT_ELEMENT	Select an element before continuing.		继续前请选择属性。	ok
UI	lang0.pak	DST_ITEMBATTLEATTR_VIP_REMOTE_ONLY	VIP members can open Change Element remotely from the status bar.	VIP成员可以从状态栏远程打开属性更改。	VIP成员可以从状态栏远程打开属性更改。	ok
UI	lang0.pak	DST_VIP_REMOTE_HUB_TITLE	VIP Remote Services	VIP远程服务	VIP远程服务	ok
UI	lang0.pak	DST_VIP_REMOTE_EVENT_REWARD	Event Reward	活动奖励	活动奖励	ok
UI	lang0.pak	DST_VIP_REMOTE_REPAIR_ALL	Repair All Equipment	修理全部装备	修理全部装备	ok
UI	lang0.pak	DST_VIP_REMOTE_REPAIR_ALL_MB_CONFIRM	"[align = ""center""][font size = ""12"" color=""f4d762""]VIP Remote Repair[/font][br][br][font size = ""10"" color=""ffffff""]Repair all equipped items?[br]Cost: %s Zeni[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]VIP远程修理[/font][br][br][font size = ""10"" color=""ffffff""]修理全部装备？[br]费用：%s 索尼[/font]"	ok
UI	lang0.pak	DST_VIP_REMOTE_HUB_OPEN_FAIL	Could not open VIP menu. Rebuild the client and ensure vipremotehubgui.frm is in the gui folder.		无法打开VIP菜单。请重建客户端，并确认 vipremotehubgui.frm 位于 gui 文件夹。	ok
UI	lang0.pak	DST_CHARACTER_FAIL_BY_BUDOKAI	Can't join Budokai.		无法参加武道会。	ok
UI	lang0.pak	DST_CHARACTER_FAIL_BY_GUILD	Can't Sign		无法报名	ok
UI	lang0.pak	DST_CHARACTER_NAME_RULE	2-8 Characters	角色名称以中文	2-8个字符	ok
UI	lang0.pak	DST_CHARM_COOLTIME	Cooldown Reduced by %d%%	技能冷却时间减少%d%%	技能冷却时间减少%d%%	ok
UI	lang0.pak	DST_CHARM_DROPRATE	Increase Drop Rate by %d%%	道具掉落机率增加%d%%	道具掉落机率增加%d%%	ok
UI	lang0.pak	DST_CHARM_EXP	obtain %d%% extra XP	额外获得%d%%经验值	额外获得%d%%经验值	ok
UI	lang0.pak	DST_CHARM_RP_SHARING	Share %d RP	分享 %d RP	分享 %d RP	ok
UI	lang0.pak	DST_CHARTITLE_ADD	Title %s acquired.	已获得 %s 称号。	已获得 %s 称号。	ok
UI	lang0.pak	DST_CHARTITLE_INVALID	Not Obtained	未获得	未获得	ok
UI	lang0.pak	DST_CHARTITLE_NOSELECT	No Title	未使用	未使用	ok
UI	lang0.pak	DST_CHARTITLE_NOT_SELECTED	Not Obtained	无法获得的称号	不已获得	ok
UI	lang0.pak	DST_CHARTITLE_PROVIDE	Title Effect	称号效果	称号效果	ok
UI	lang0.pak	DST_CHAR_CAN_CHANGE_CLASS	Need Master Class	若想要习得技能魂	需要转职职业	ok
UI	lang0.pak	DST_CHAR_GROWN_DOWN	You are a kid!	恭喜你成为小孩	你是儿童！	ok
UI	lang0.pak	DST_CHAR_GROWN_UP	You are an adult!	恭喜您成为成人！	恭喜您成为成人！	ok
UI	lang0.pak	DST_CHAR_SERVER_CONNECT_FAIL	"[align = ""center""][font size = ""12"" color=""f4d762""]Connection Failed[/font][br][br][font size = ""10"" color=""f36a7c""]Failed to connect to[br]Character Server.[/font][br][br][font size = ""10"" color=""ffffff""]Please try again later.[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]连接失败[/font][br][br][font size = ""10"" color=""f36a7c""]连接失败：[br]角色服务器。[/font][br][br][font size = ""10"" color=""ffffff""]请稍后再试。[/font]"	ok
UI	lang0.pak	DST_CHAR_SERVER_EXIT	"[align = ""center""][font size = ""12"" color=""f4d762""]Log Out[/font][br][br][font size = ""10"" color=""269eff""]Returning to the Lobby.[/font][br][br][font size = ""10"" color=""ffffff""]Do you wish to Log Out?[/font]"		"[align = ""center""][font size = ""12"" color=""f4d762""]登出[/font][br][br][font size = ""10"" color=""269eff""]正在返回大厅。[/font][br][br][font size = ""10"" color=""ffffff""]要登出吗？[/font]"	ok
UI	lang0.pak	DST_CHAR_TITLE	Title	称号	称号	ok
UI	lang0.pak	DST_CHAT_CAN_SEND_WHISPER_TO_ME	Can't whisper yourself.	无法传送悄悄话给自己。	无法传送悄悄话给自己。	ok
UI	lang0.pak	DST_CHAT_COMMAND	Command: %s	指令：%s	命令：%s	ok
UI	lang0.pak	DST_CHAT_DISP_COMMAND_FIRST	Top	最	顶	ok
UI	lang0.pak	DST_CHAT_DISP_COMMAND_LAST	Last	最下	上页	ok
UI	lang0.pak	DST_CHAT_DISP_COMMAND_LOCK	Lock	锁定	锁定	ok
UI	lang0.pak	DST_CHAT_DISP_COMMAND_NEXT	Down	下一	下	ok
UI	lang0.pak	DST_CHAT_DISP_COMMAND_UNLOCK	Unlock	解除聊	解锁	ok
UI	lang0.pak	DST_CHAT_FAIL_TO_NO_GUILD	Not in a Guild		未加入公会	ok
UI	lang0.pak	DST_CHAT_FAIL_TO_NO_PARTY	Not in a Party		不在队伍中	ok
UI	lang0.pak	DST_CHAT_FAIL_TO_USE_WHISPER	To whisper enter [/w ID].		到密语进入 [/w ID].	ok
UI	lang0.pak	DST_CHAT_FAIL_TO_WHISPER_NO_TARGET	%s isn't Online		%s 未 Online	ok
UI	lang0.pak	DST_CHAT_FILTER	Menu	聊天	菜单	ok
UI	lang0.pak	DST_CHAT_HAVE_NO_USER_TO_REPLY	No User to Reply	回应方不在游戏内	没有可回复的用户	ok
UI	lang0.pak	DST_CHAT_HELP_TEXT	[/w ID] : whisper\n[/p] : Party Dialog\n[/g] : Style Dialog\n[/s] : cry\n[/r] : To reply to last whisper		[/w ID] ：密语\n[/p] ：队伍频道\n[/g] ：风格频道\n[/s] ：哭泣\n[/r] ：到回复到上一条密语	ok
UI	lang0.pak	DST_CHAT_IME_KOR	end	中	中	ok
UI	lang0.pak	DST_CHAT_MODE_COMMENT	Reply	意见	意见	ok
UI	lang0.pak	DST_CHAT_MODE_FIND_PARTY	LFP	搜	LFP	ok
UI	lang0.pak	DST_CHAT_MODE_FIND_PARTY_EXTEND	LFG: %s	寻找队伍: %s	LFG：%s	ok
UI	lang0.pak	DST_CHAT_MODE_GENERAL	All	一	全	ok
UI	lang0.pak	DST_CHAT_MODE_GUILD	Guild	流派	流派	ok
UI	lang0.pak	DST_CHAT_MODE_GUILD_MASTER	Guild Master	流派长	流派长	ok
UI	lang0.pak	DST_CHAT_MODE_PARTY	Party	队伍	队伍	ok
UI	lang0.pak	DST_CHAT_MODE_PARTY_MASTER	Party Master	队长	队长	ok
UI	lang0.pak	DST_CHAT_MODE_SHOUT	Shout	广播	广播	ok
UI	lang0.pak	DST_CHAT_MODE_SYSTEM	System		系统	ok
UI	lang0.pak	DST_CHAT_MODE_TRADE	Trade	交易	交易	ok
UI	lang0.pak	DST_CHAT_MODE_TRADE_EXTEND	Trade: %s	交易: %s	交易: %s	ok
UI	lang0.pak	DST_CHAT_MODE_TYPE	%s: 		%s: 	ok
UI	lang0.pak	DST_CHAT_MODE_WHISPER	Whisper	悄悄话	悄悄话	ok
UI	lang0.pak	DST_CHAT_OPTION_GUI_TITLE	Chat mode	聊天输入	聊天模式	ok
UI	lang0.pak	DST_CHAT_SERVER_CONNECT_FAIL	"[align = ""center""]Connection Failed[br][br]Failed to connect to a chat server.[br][br]try again later."		"[align = ""center""]连接失败[br][br]连接聊天服务器失败。[br][br]请稍后再试。"	ok
UI	lang0.pak	DST_CHAT_SERVER_DISCONNECT	Chat disconnected.	聊天服务器连线中断	聊天已断开。	ok
UI	lang0.pak	DST_CHAT_SERVER_RECONNECT	Chat connected.	聊天服务器连线	聊天已连接。	ok
UI	lang0.pak	DST_CHAT_SERVER_TITLE	Chat Server Notification	聊天服务器公告	聊天服务器公告	ok
UI	lang0.pak	DST_CHAT_SHORT_CUT_COMMAND	Help	小帮	帮助	ok
UI	lang0.pak	DST_CHAT_SHORT_CUT_INVITE_PARTY	/invite 		/邀请 	ok
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE	Don't Spam		不要刷屏	ok
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE_ON_SHOUT	Don't Spam the Shout		不要刷喊话	ok
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE_ON_TIME_CHECK	Chatting Too Fast		聊天过快	ok
UI	lang0.pak	DST_CHAT_TYPE_GENERAL	[%s] %s: %s		[%s] %s：%s	ok
UI	lang0.pak	DST_CHAT_TYPE_WHISPER_AVATER	[%s] From '%s': %s	[%s] '%s'从 : %s	[%s] '%s'从 : %s	ok
UI	lang0.pak	DST_CHAT_TYPE_WHISPER_TARGET	[%s] To '%s': %s	[%s] '%s'到 : %s	[%s] '%s'到 : %s	ok
UI	lang0.pak	DST_CHAT_WHISPER	%s %s: 		%s %s: 	ok
UI	lang0.pak	DST_CHECKING_COMMUNITY_SERVER	"[align = ""center""]Community Server[br][br]Dragon Ball Online Community Server[br]is being checked[br][br]You can access the game later."		"[align = ""center""]社区服务器[br][br]龙珠Online社区服务器[br]正在检查[br][br]稍后可以进入游戏。"	ok
UI	lang0.pak	DST_CHECKING_GAME_SERVER	"[align = ""center""]Game Check[br][br]Dragon Ball Online is Offline.[br][br]You can access the game later."		"[align = ""center""]游戏检查[br][br]龙珠Online当前离线。[br][br]稍后可以进入游戏。"	ok
